@relation 'BustersKeyboardAgenttraining-data-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C16-L1-weka.filters.unsupervised.attribute.Remove-R18,44,46'

@attribute xPacmanPosition numeric
@attribute yPacmanPosition numeric
@attribute ghostPosition1x numeric
@attribute ghostPosition1y numeric
@attribute ghostPosition2x numeric
@attribute ghostPosition2y numeric
@attribute ghostPosition3x numeric
@attribute ghostPosition3y numeric
@attribute ghostPosition4x numeric
@attribute ghostPosition4y numeric
@attribute distanceGhost1 numeric
@attribute distanceGhost2 numeric
@attribute distanceGhost3 numeric
@attribute distanceGhost4 numeric
@attribute validActions {1111,1110,1100,1101,1011,1001,1010,1000,111,110,101,100,11,10,1,0}
@attribute lastAction {Stop,South,North,West,East}
@attribute aliveGhost {1111,1110,1100,1101,1011,1001,1010,1000,111,110,101,100,11,10,1,0}
@attribute minimap1 {W,E,G}
@attribute minimap2 {W,E,G}
@attribute minimap3 {W,E,G}
@attribute minimap4 {W,E,G}
@attribute minimap5 {W,E,G}
@attribute minimap6 {W,E,G}
@attribute minimap7 {W,E,G}
@attribute minimap8 {W,E,G}
@attribute minimap9 {W,E,G}
@attribute minimap10 {W,E,G}
@attribute minimap11 {W,E,G}
@attribute minimap12 {W,E,G}
@attribute minimap13 {W,E,G}
@attribute minimap14 {W,E,G}
@attribute minimap15 {W,E,G}
@attribute minimap16 {W,E,G}
@attribute minimap17 {W,E,G}
@attribute minimap18 {W,E,G}
@attribute minimap19 {W,E,G}
@attribute minimap20 {W,E,G}
@attribute minimap21 {W,E,G}
@attribute minimap22 {W,E,G}
@attribute minimap23 {W,E,G}
@attribute minimap24 {W,E,G}
@attribute minimap25 {W,E,G}
@attribute action {Stop,South,North,West,East}

@data
4,6,6,6,1,8,10,8,16,8,2,5,8,14,11,East,0,E,E,E,W,E,E,W,W,W,E,E,E,E,E,G,E,W,W,W,E,E,E,E,W,E,East
5,6,1,1,1,8,10,7,16,8,1000,6,6,14,11,East,1000,E,E,W,E,E,W,W,W,E,E,E,E,E,E,E,W,W,W,E,E,E,E,W,E,E,East
6,6,1,1,2,8,9,7,17,8,1000,6,4,14,1111,East,1000,E,W,E,E,E,W,W,E,E,E,E,E,E,E,E,W,W,E,E,E,E,W,E,E,E,East
7,6,1,1,2,9,8,7,18,8,1000,8,2,12,1111,East,1000,W,E,E,E,E,W,E,E,E,E,E,E,E,E,E,W,E,E,G,E,W,E,E,E,E,East
8,6,1,1,1,9,7,7,17,8,1000,10,2,10,1111,East,1000,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,North
8,7,1,1,1,9,7,6,16,8,1000,9,2,10,1111,North,1000,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,North
8,8,1,1,2,9,7,7,16,9,1000,7,2,9,1111,North,1000,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,North
8,9,1,1,3,9,7,6,16,9,1000,5,4,9,111,North,1000,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
7,9,1,1,2,9,7,5,17,9,1000,5,4,10,111,West,1000,W,E,E,E,E,W,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,South
7,8,1,1,2,8,7,4,17,9,1000,5,4,10,1111,South,1000,E,E,E,E,E,W,E,E,E,E,W,E,E,E,E,E,E,E,E,E,W,W,W,W,W,South
7,7,1,1,1,8,7,4,17,8,1000,7,3,10,1111,South,1000,W,E,E,E,E,E,E,E,E,E,W,E,E,E,E,W,E,E,E,E,E,E,E,E,E,South
7,6,1,1,1,8,7,5,16,8,1000,8,1,12,1111,South,1000,W,E,E,E,E,W,E,G,E,E,E,E,E,E,E,W,E,E,E,E,W,E,E,E,E,South
7,5,1,1,1,7,5,1,16,9,1000,8,1000,14,1111,South,1010,E,E,E,E,E,W,E,E,E,E,W,E,E,E,E,E,E,E,E,E,W,E,E,E,E,South
7,4,1,1,1,6,5,1,17,9,1000,8,1000,14,1111,South,1010,W,W,W,W,W,E,E,E,E,E,W,E,E,E,E,W,E,E,E,E,E,E,E,E,E,South
7,3,1,1,1,6,5,1,16,9,1000,9,1000,14,1011,South,1010,G,W,E,W,W,W,W,W,W,W,E,E,E,E,E,W,E,E,E,E,W,E,E,E,E,West
6,3,1,1,2,6,5,1,16,8,1000,7,1000,16,1011,West,1010,W,G,W,E,W,W,W,W,W,W,E,E,E,E,E,E,W,E,E,E,W,W,E,E,E,West
5,3,1,1,1,6,5,1,17,8,1000,7,1000,18,11,West,1010,E,W,G,W,E,W,W,W,W,W,E,E,E,E,E,E,E,W,E,E,W,W,W,E,E,West
4,3,1,1,1,6,5,1,17,9,1000,6,1000,18,1011,West,1010,W,E,W,G,W,W,W,W,W,W,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,West
3,3,1,1,1,5,5,1,16,9,1000,4,1000,18,1011,West,1010,G,W,E,W,G,W,W,W,W,W,E,E,E,E,E,E,E,E,E,W,G,E,W,W,W,West
2,3,1,1,1,4,5,1,15,9,1000,2,1000,18,1011,West,1010,W,G,W,E,W,W,W,W,W,W,W,E,E,E,E,W,G,E,E,E,W,E,E,W,W,West
1,3,1,1,3,1,5,1,14,9,1000,1000,1000,19,1010,West,1110,W,W,G,W,G,W,W,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,E,E,W,North
1,4,1,1,3,1,5,1,14,9,1000,1000,1000,17,1110,North,1110,W,W,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,E,E,W,W,W,E,E,E,North
1,5,1,1,3,1,5,1,13,9,1000,1000,1000,15,1110,North,1110,W,W,E,E,E,W,W,E,E,E,W,W,E,E,W,W,W,E,E,E,W,W,E,E,W,North
1,6,1,1,3,1,5,1,13,8,1000,1000,1000,15,1110,North,1110,W,W,E,E,E,W,W,E,E,W,W,W,E,E,E,W,W,E,E,W,W,W,E,E,E,North
1,7,1,1,3,1,5,1,13,9,1000,1000,1000,13,1110,North,1110,W,W,E,E,W,W,W,E,E,E,W,W,E,E,W,W,W,E,E,E,W,W,E,E,E,North
1,8,1,1,3,1,5,1,12,9,1000,1000,1000,12,1110,North,1110,W,W,E,E,E,W,W,E,E,W,W,W,E,E,E,W,W,E,E,E,W,W,W,W,W,East
2,8,1,1,3,1,5,1,12,9,1000,1000,1000,10,1111,East,1110,W,E,E,E,E,W,E,E,W,W,W,E,E,E,E,W,E,E,E,E,W,W,W,W,W,East
3,8,1,1,3,1,5,1,12,8,1000,1000,1000,10,1011,East,1110,E,E,E,E,E,E,E,W,W,W,E,E,E,E,W,E,E,E,E,E,W,W,W,W,W,East
4,8,1,1,3,1,5,1,12,9,1000,1000,1000,9,1001,East,1110,E,E,E,E,E,E,W,W,W,E,E,E,E,W,E,E,E,E,E,E,W,W,W,W,W,East
4,8,1,1,3,1,5,1,12,9,1000,1000,1000,8,1001,East,1110,E,E,E,E,E,E,W,W,W,E,E,E,E,W,E,E,E,E,E,E,W,W,W,W,W,East
4,8,1,1,3,1,5,1,11,9,1000,1000,1000,7,1001,East,1110,E,E,E,E,E,E,W,W,W,E,E,E,E,W,E,E,E,E,E,E,W,W,W,W,W,East
4,8,1,1,3,1,5,1,11,8,1000,1000,1000,8,1001,East,1110,E,E,E,E,E,E,W,W,W,E,E,E,E,W,E,E,E,E,E,E,W,W,W,W,W,East
4,8,1,1,3,1,5,1,11,7,1000,1000,1000,9,1001,East,1110,E,E,E,E,E,E,W,W,W,E,E,E,E,W,E,E,E,E,E,E,W,W,W,W,W,East
4,8,1,1,3,1,5,1,11,6,1000,1000,1000,10,1001,East,1110,E,E,E,E,E,E,W,W,W,E,E,E,E,W,E,E,E,E,E,E,W,W,W,W,W,East
4,8,1,1,3,1,5,1,11,5,1000,1000,1000,10,1001,East,1110,E,E,E,E,E,E,W,W,W,E,E,E,E,W,E,E,E,E,E,E,W,W,W,W,W,East
4,8,1,1,3,1,5,1,11,5,1000,1000,1000,10,1001,East,1110,E,E,E,E,E,E,W,W,W,E,E,E,E,W,E,E,E,E,E,E,W,W,W,W,W,North
4,9,1,1,3,1,5,1,11,5,1000,1000,1000,10,111,North,1110,E,W,W,W,E,E,E,E,W,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,North
4,9,1,1,3,1,5,1,11,6,1000,1000,1000,11,111,North,1110,E,W,W,W,E,E,E,E,W,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,North
4,9,1,1,3,1,5,1,11,5,1000,1000,1000,10,111,North,1110,E,W,W,W,E,E,E,E,W,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
5,9,1,1,3,1,5,1,10,5,1000,1000,1000,8,11,East,1110,W,W,W,E,E,E,E,W,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
6,9,1,1,3,1,5,1,10,6,1000,1000,1000,6,111,East,1110,W,W,E,E,E,E,W,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
7,9,1,1,3,1,5,1,10,7,1000,1000,1000,4,111,East,1110,W,E,E,E,E,W,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
8,9,1,1,3,1,5,1,9,7,1000,1000,1000,3,111,East,1110,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
9,6,1,5,1,8,2,9,19,5,9,10,10,11,1111,West,0,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
8,6,1,6,1,7,2,9,19,5,7,8,9,13,1111,West,0,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,West
7,6,2,6,1,7,1,9,19,4,5,7,9,13,1111,West,0,W,E,E,E,E,W,E,E,E,E,E,E,E,E,E,W,E,E,E,E,W,E,E,E,E,West
6,6,2,5,1,6,2,9,18,4,5,5,7,14,1111,West,0,E,W,E,E,E,W,W,E,E,E,E,E,E,E,E,W,W,E,E,E,E,W,E,E,E,West
5,6,1,5,2,6,3,9,18,4,5,3,5,14,11,West,0,E,E,W,E,E,W,W,W,E,E,E,E,E,E,E,W,W,W,E,E,E,E,W,E,E,West
4,6,1,4,2,6,4,9,17,4,5,2,3,16,11,West,0,E,E,E,W,E,E,W,W,W,E,G,E,E,E,E,E,W,W,W,E,E,E,E,W,E,West
3,6,1,5,2,6,4,9,17,3,3,1,4,16,11,West,0,E,E,E,E,W,G,E,W,W,W,E,G,E,E,E,E,E,W,W,W,E,E,E,E,W,West
2,6,1,6,3,1,4,8,17,4,1,1000,4,17,1111,West,100,W,E,E,E,E,W,E,E,W,W,W,G,E,E,E,W,E,E,W,W,W,E,E,E,G,North
2,7,2,6,3,1,3,8,17,4,1,1000,2,18,1101,North,100,W,E,E,W,W,W,E,G,E,E,W,E,E,W,W,W,E,E,G,E,W,E,E,E,E,North
2,8,2,6,3,1,3,9,17,4,2,1000,2,18,1111,North,100,W,E,G,E,E,W,E,E,W,W,W,E,E,E,E,W,E,E,G,E,W,W,W,W,W,South
2,7,3,6,3,1,3,9,16,4,2,1000,3,18,1101,South,100,W,E,E,W,W,W,E,E,G,E,W,E,E,W,W,W,E,E,E,E,W,E,E,G,E,South
2,6,4,6,3,1,4,9,17,4,2,1000,5,18,1111,South,100,W,E,E,E,E,W,E,E,W,W,W,E,E,E,G,W,E,E,W,W,W,E,E,E,E,South
2,5,3,6,3,1,4,8,17,3,2,1000,5,18,1101,South,100,W,E,E,E,E,W,E,E,E,E,W,E,E,W,W,W,E,E,G,E,W,E,E,W,W,South
2,4,3,6,3,1,4,8,18,3,3,1000,6,16,1111,South,100,W,W,W,W,W,W,E,E,E,E,W,E,E,E,E,W,E,E,W,W,W,E,E,G,E,South
2,3,4,6,3,1,3,8,17,3,5,1000,6,16,1011,South,100,W,E,W,G,W,W,W,W,W,W,W,E,E,E,E,W,E,E,E,E,W,E,E,W,W,East
3,3,5,6,3,1,3,8,17,4,5,1000,5,16,1011,East,100,E,W,G,W,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,W,E,E,W,W,W,North
3,4,5,6,3,1,4,8,18,4,4,1000,5,16,111,North,100,W,W,W,W,W,E,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,E,E,E,G,North
3,4,6,6,3,1,4,9,18,3,5,1000,6,15,111,North,100,W,W,W,W,W,E,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,E,E,E,E,North
3,4,6,5,3,1,3,9,18,4,4,1000,5,16,111,North,100,W,W,W,W,W,E,E,E,E,E,E,E,E,E,W,E,E,W,W,W,E,E,E,E,E,West
2,4,6,5,3,1,3,9,18,5,5,1000,6,18,1111,West,100,W,W,W,W,W,W,E,E,E,E,W,E,E,E,E,W,E,E,W,W,W,E,E,E,E,West
1,4,7,5,3,1,4,9,18,6,7,1000,8,18,1110,West,100,W,W,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,E,E,W,W,W,E,E,E,North
1,5,8,5,3,1,3,9,18,5,7,1000,6,18,1110,North,100,W,W,E,E,E,W,W,E,E,E,W,W,E,E,W,W,W,E,E,E,W,W,E,E,W,North
1,6,9,5,3,1,4,9,18,6,9,1000,6,18,1110,North,100,W,W,E,E,E,W,W,E,E,W,W,W,E,E,E,W,W,E,E,W,W,W,E,E,E,North
1,7,9,4,3,1,3,9,18,7,11,1000,4,18,1110,North,100,W,W,E,E,W,W,W,E,E,E,W,W,E,E,W,W,W,E,E,E,W,W,E,E,G,North
1,8,9,5,3,1,3,9,18,6,11,1000,3,20,1110,North,100,W,W,E,E,E,W,W,E,E,W,W,W,E,E,E,W,W,E,E,G,W,W,W,W,W,North
1,9,9,4,3,1,3,8,19,6,13,1000,3,20,110,North,100,W,W,E,E,W,W,W,E,E,G,W,W,E,E,E,W,W,W,W,W,W,W,W,W,W,East
2,9,9,3,3,1,3,9,18,6,13,1000,1,18,111,East,100,W,E,E,W,W,W,E,E,E,E,W,E,E,G,E,W,W,W,W,W,W,W,W,W,W,East
3,9,9,4,3,1,5,1,17,6,11,1000,1000,16,111,East,110,E,E,W,W,W,E,E,E,E,W,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
4,9,9,5,3,1,5,1,17,7,9,1000,1000,14,111,East,110,E,W,W,W,E,E,E,E,W,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
5,9,9,6,3,1,5,1,17,8,7,1000,1000,13,11,East,110,W,W,W,E,E,E,E,W,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
6,9,8,6,3,1,5,1,17,8,5,1000,1000,11,111,East,110,W,W,E,E,E,E,W,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
7,9,9,6,3,1,5,1,17,9,5,1000,1000,11,111,East,110,W,E,E,E,E,W,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,South
7,8,9,6,3,1,5,1,18,9,4,1000,1000,13,1111,South,110,E,E,E,E,G,W,E,E,E,E,W,E,E,E,E,E,E,E,E,E,W,W,W,W,W,South
7,7,10,6,3,1,5,1,19,9,4,1000,1000,14,1111,South,110,W,E,E,E,E,E,E,E,E,E,W,E,E,E,E,W,E,E,E,E,E,E,E,E,E,South
7,6,11,6,3,1,5,1,19,9,4,1000,1000,14,1111,South,110,W,E,E,E,E,W,E,E,E,E,E,E,E,E,E,W,E,E,E,E,W,E,E,E,E,East
8,6,11,7,3,1,5,1,18,9,4,1000,1000,12,1111,East,110,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,East
9,6,11,7,3,1,5,1,18,8,3,1000,1000,12,1111,East,110,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,East
10,6,11,6,3,1,5,1,18,9,1,1000,1000,11,1111,East,110,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,East
11,6,1,1,3,1,5,1,18,9,1000,1000,1000,9,1111,East,1110,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,North
11,7,1,1,3,1,5,1,18,8,1000,1000,1000,7,1111,North,1110,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,North
11,8,1,1,3,1,5,1,18,7,1000,1000,1000,9,1111,North,1110,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,North
11,9,1,1,3,1,5,1,18,6,1000,1000,1000,10,111,North,1110,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
12,9,1,1,3,1,5,1,18,6,1000,1000,1000,8,111,East,1110,E,E,E,E,W,E,E,E,E,W,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
13,9,1,1,3,1,5,1,17,6,1000,1000,1000,6,111,East,1110,E,E,E,W,W,E,E,E,W,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
14,9,1,1,3,1,5,1,16,6,1000,1000,1000,6,11,East,1110,E,E,W,W,W,E,E,W,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
15,9,1,1,3,1,5,1,17,6,1000,1000,1000,5,111,East,1110,E,W,W,W,E,E,W,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
16,9,1,1,3,1,5,1,17,6,1000,1000,1000,5,111,East,1110,W,W,W,E,E,W,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
17,9,1,1,3,1,5,1,18,6,1000,1000,1000,3,111,East,1110,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,South
3,6,19,3,19,5,19,7,19,9,19,17,17,19,11,East,0,E,E,E,E,E,E,E,W,E,E,E,E,E,E,E,E,E,W,E,E,E,E,E,E,E,East
4,6,19,3,19,5,19,7,19,9,18,16,16,18,1111,East,0,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,South
4,5,19,3,19,5,19,7,19,9,17,15,17,19,1110,South,0,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,South
4,4,19,3,19,5,19,7,19,9,16,16,18,20,1111,South,0,W,W,W,W,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,East
5,4,19,3,19,5,19,7,19,9,15,15,17,19,1101,East,0,W,W,W,W,W,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,East
5,4,19,3,19,5,19,7,19,9,15,15,17,19,1101,East,0,W,W,W,W,W,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,North
5,5,19,3,19,5,19,7,19,9,16,14,16,18,1111,North,0,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,North
5,6,19,3,19,5,19,7,19,9,17,15,15,17,1101,North,0,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,North
5,7,19,3,19,5,19,7,19,9,18,16,14,16,1111,North,0,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,East
6,7,19,3,19,5,19,7,19,9,17,15,13,15,11,East,0,E,E,E,E,W,E,E,W,E,E,E,E,E,E,W,E,E,W,E,E,E,E,E,E,W,East
7,7,19,3,19,5,19,7,19,9,16,14,12,14,1101,East,0,E,E,E,W,E,E,W,E,E,E,E,E,E,W,E,E,W,E,E,E,E,E,E,W,E,East
7,7,19,3,19,5,19,7,19,9,16,14,12,14,1101,East,0,E,E,E,W,E,E,W,E,E,E,E,E,E,W,E,E,W,E,E,E,E,E,E,W,E,East
7,7,19,3,19,5,19,7,19,9,16,14,12,14,1101,East,0,E,E,E,W,E,E,W,E,E,E,E,E,E,W,E,E,W,E,E,E,E,E,E,W,E,South
7,6,19,3,19,5,19,7,19,9,15,13,13,15,1110,South,0,E,W,E,E,E,E,E,E,W,E,E,W,E,E,E,E,E,E,W,E,E,W,E,E,E,South
7,5,19,3,19,5,19,7,19,9,14,12,14,16,1101,South,0,E,E,E,W,E,E,W,E,E,E,E,E,E,W,E,E,W,E,E,E,E,E,E,W,E,South
7,4,19,3,19,5,19,7,19,9,13,13,15,17,1110,South,0,W,W,W,W,W,E,E,E,W,E,E,W,E,E,E,E,E,E,W,E,E,W,E,E,E,East
8,4,19,3,19,5,19,7,19,9,12,12,14,16,11,East,0,W,W,W,W,W,E,E,W,E,E,W,E,E,E,E,E,E,W,E,E,W,E,E,E,E,East
9,4,19,3,19,5,19,7,19,9,11,11,13,15,1111,East,0,W,W,W,W,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,East
10,4,19,3,19,5,19,7,19,9,10,10,12,14,1101,East,0,W,W,W,W,W,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,East
10,4,19,3,19,5,19,7,19,9,10,10,12,14,1101,East,0,W,W,W,W,W,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,East
10,4,19,3,19,5,19,7,19,9,10,10,12,14,1101,East,0,W,W,W,W,W,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,North
10,5,19,3,19,5,19,7,19,9,11,9,11,13,1111,North,0,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,East
11,5,19,3,19,5,19,7,19,9,10,8,10,12,11,East,0,E,E,E,E,E,E,E,W,E,E,E,E,E,E,E,E,E,W,E,E,E,E,E,E,E,East
12,5,19,3,19,5,19,7,19,9,9,7,9,11,1111,East,0,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,East
13,5,19,3,19,5,19,7,19,9,8,6,8,10,1101,East,0,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,East
13,5,19,3,19,5,19,7,19,9,8,6,8,10,1101,East,0,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,East
13,5,19,3,19,5,19,7,19,9,8,6,8,10,1101,East,0,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,North
13,6,19,3,19,5,19,7,19,9,9,7,7,9,1111,North,0,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,North
13,7,19,3,19,5,19,7,19,9,10,8,6,8,1101,North,0,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,North
13,8,19,3,19,5,19,7,19,9,11,9,7,7,1111,North,0,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,W,W,W,W,East
14,8,19,3,19,5,19,7,19,9,10,8,6,6,11,East,0,E,E,E,E,E,E,E,W,E,E,E,E,E,E,E,E,E,W,E,E,W,W,W,W,W,East
15,8,19,3,19,5,19,7,19,9,9,7,5,5,1111,East,0,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,W,W,W,W,W,East
16,8,19,3,19,5,19,7,19,9,8,6,4,4,1101,East,0,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,W,W,W,W,W,North
16,9,19,3,19,5,19,7,19,9,9,7,5,3,111,North,0,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,W,W,W,W,W,W,W,W,W,W,East
17,9,19,3,19,5,19,7,19,9,8,6,4,2,11,East,0,E,E,E,E,G,E,E,W,E,E,E,E,E,E,G,W,W,W,W,W,W,W,W,W,W,East
18,9,19,3,19,5,19,7,19,9,7,5,3,1,111,East,0,E,E,E,G,W,E,W,E,E,W,E,E,E,G,W,W,W,W,W,W,W,W,W,W,W,East
19,9,19,3,19,5,19,7,7,1,6,4,2,1000,101,East,1,E,E,G,W,W,W,E,E,W,W,E,E,E,W,W,W,W,W,W,W,W,W,W,W,W,East
19,9,19,3,19,5,19,7,7,1,6,4,2,1000,101,East,1,E,E,G,W,W,W,E,E,W,W,E,E,E,W,W,W,W,W,W,W,W,W,W,W,W,East
19,9,19,3,19,5,19,7,7,1,6,4,2,1000,101,East,1,E,E,G,W,W,W,E,E,W,W,E,E,E,W,W,W,W,W,W,W,W,W,W,W,W,South
19,8,19,3,19,5,19,7,7,1,5,3,1,1000,1101,South,1,W,E,E,W,W,E,E,G,W,W,W,E,E,W,W,E,E,E,W,W,W,W,W,W,W,South
19,7,19,3,19,5,5,1,7,1,4,2,1000,1000,1101,South,11,E,E,G,W,W,W,E,E,W,W,E,E,E,W,W,W,E,E,W,W,E,E,E,W,W,South
19,6,19,3,19,5,5,1,7,1,3,1,1000,1000,1101,South,11,W,E,E,W,W,E,E,G,W,W,W,E,E,W,W,E,E,E,W,W,W,E,E,W,W,South
19,5,19,3,3,1,5,1,7,1,2,1000,1000,1000,1101,South,111,E,E,G,W,W,W,E,E,W,W,E,E,E,W,W,W,E,E,W,W,E,E,E,W,W,South
9,6,1,3,1,9,19,3,19,9,11,11,13,13,1111,West,0,E,E,E,E,W,E,W,E,E,E,E,E,E,E,E,E,W,E,E,E,E,E,E,E,W,West
8,6,1,3,1,9,19,3,19,9,10,10,14,14,11,West,0,W,E,E,E,E,E,E,W,E,E,W,E,E,E,E,E,E,W,E,E,W,E,E,E,E,West
7,6,1,3,1,9,19,3,19,9,9,9,15,15,1110,West,0,E,W,E,E,E,E,E,E,W,E,E,W,E,E,E,E,E,E,W,E,E,W,E,E,E,North
7,7,1,3,1,9,19,3,19,9,10,8,16,14,1101,North,0,E,E,E,W,E,E,W,E,E,E,E,E,E,W,E,E,W,E,E,E,E,E,E,W,E,North
7,8,1,3,1,9,19,3,19,9,11,7,17,13,1110,North,0,E,W,E,E,E,E,E,E,W,E,E,W,E,E,E,E,E,E,W,E,W,W,W,W,W,North
7,9,1,3,1,9,19,3,19,9,12,6,18,12,101,North,0,E,E,E,W,E,E,W,E,E,E,E,E,E,W,E,W,W,W,W,W,W,W,W,W,W,West
6,9,1,3,1,9,19,3,19,9,11,5,19,13,11,West,0,E,E,E,E,W,E,E,W,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,W,West
5,9,1,3,1,9,19,3,19,9,10,4,20,14,111,West,0,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,W,W,W,W,W,W,W,W,W,W,West
4,9,1,3,1,9,19,3,19,9,9,3,21,15,110,West,0,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,W,W,W,W,W,W,W,W,W,W,South
4,8,1,3,1,9,19,3,19,9,8,4,20,16,1111,South,0,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,W,W,W,W,W,South
4,7,1,3,1,9,19,3,19,9,7,5,19,17,1110,South,0,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,South
4,6,1,3,1,9,19,3,19,9,6,6,18,18,1111,South,0,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,E,W,E,E,E,E,E,E,E,W,West
3,6,1,3,1,9,19,3,19,9,5,5,19,19,11,West,0,E,E,E,E,E,E,E,W,E,E,E,E,E,E,E,E,E,W,E,E,E,E,E,E,E,West
2,6,1,3,1,9,19,3,19,9,4,4,20,20,1111,West,0,W,E,E,E,E,W,E,E,W,E,W,E,E,E,E,W,E,E,W,E,W,E,E,E,E,West
